id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Grade,Age,CGPA,College_Application
466,Clayton,Green,clayton.green.466@gslingacademy.com,male,False,1,False,31,Software Engineer,88,88,90,67,77,83,64,Junior,16,C,Williams
467,Richard,Anderson,richard.anderson.467@gslingacademy.com,male,False,5,False,17,Construction Engineer,83,95,86,80,64,66,97,Junior,16,B,Kenyon
468,Antonio,Flores,antonio.flores.468@gslingacademy.com,male,False,2,False,23,Doctor,84,84,80,97,87,97,91,Junior,17,B,Claremont McKenna
469,Margaret,Mullins,margaret.mullins.469@gslingacademy.com,female,False,0,False,29,Software Engineer,85,82,81,85,72,90,71,Sophomore,16,B,Rice
470,Michael,Ball,michael.ball.470@gslingacademy.com,male,False,2,False,19,Software Engineer,91,85,96,83,74,87,74,Senior,18,B,Amherst
471,Allen,Booth,allen.booth.471@gslingacademy.com,non-binary,True,4,True,26,Banker,83,71,94,60,63,93,67,Sophomore,15,C,Wesleyan
472,Stephanie,Clark,stephanie.clark.472@gslingacademy.com,female,False,7,False,7,Real Estate Developer,97,93,99,98,96,79,88,Senior,18,A,Georgetown
473,Sharon,Nelson,sharon.nelson.473@gslingacademy.com,female,False,6,False,4,Real Estate Developer,63,68,92,73,66,69,87,Sophomore,16,C,Brown
474,Marco,Clark,marco.clark.474@gslingacademy.com,male,False,6,False,22,Doctor,92,98,90,82,86,86,89,Freshman,15,B,Colgate
475,Victor,Smith,victor.smith.475@gslingacademy.com,male,True,6,True,4,Business Owner,78,78,64,94,79,92,63,Freshman,15,C,Harvard
476,Christina,Patterson,christina.patterson.476@gslingacademy.com,female,False,3,False,29,Lawyer,78,90,69,100,90,91,90,Freshman,14,B,Rice
477,Jerry,Knight,jerry.knight.477@gslingacademy.com,male,False,8,True,21,Stock Investor,89,60,93,79,72,76,85,Junior,17,C,Bowdoin
478,Madison,Jacobs,madison.jacobs.478@gslingacademy.com,female,False,3,False,5,Real Estate Developer,53,87,100,84,63,62,95,Senior,18,C,Caltech
479,Douglas,Watson,douglas.watson.479@gslingacademy.com,male,False,5,False,15,Unknown,63,84,60,85,91,83,84,Freshman,14,C,Emory
480,Manuel,Barrett,manuel.barrett.480@gslingacademy.com,male,False,3,True,10,Unknown,100,98,71,100,71,92,63,Sophomore,15,B,Haverford
481,Janet,Martin,janet.martin.481@gslingacademy.com,female,True,7,False,2,Business Owner,79,54,81,87,67,74,85,Sophomore,15,C,Claremont McKenna
482,Teresa,Flores,teresa.flores.482@gslingacademy.com,female,False,4,True,0,Real Estate Developer,93,77,71,62,94,69,72,Sophomore,16,C,UCLA
483,Anthony,Mullins,anthony.mullins.483@gslingacademy.com,male,False,5,True,3,Artist,97,88,67,72,83,87,62,Freshman,15,C,Smith
484,Julie,Zamora,julie.zamora.484@gslingacademy.com,non-binary,False,6,True,1,Unknown,76,82,93,98,98,60,65,Freshman,15,B,Tufts
485,Maria,Nguyen,maria.nguyen.485@gslingacademy.com,female,False,3,True,26,Accountant,84,83,80,91,88,61,61,Freshman,15,C,Hamilton
486,Selena,Castro,selena.castro.486@gslingacademy.com,female,True,5,False,2,Business Owner,56,96,65,61,78,77,95,Junior,17,C,Carnegie Mellon
487,Whitney,Miller,whitney.miller.487@gslingacademy.com,female,False,3,False,21,Unknown,97,89,94,91,95,70,75,Junior,16,B,Pomona
488,Brenda,Mooney,brenda.mooney.488@gslingacademy.com,female,False,10,False,5,Business Owner,67,60,97,53,93,78,81,Freshman,14,C,Colgate
489,Angela,Allen,angela.allen.489@gslingacademy.com,female,True,10,False,5,Business Owner,97,93,64,74,94,74,76,Junior,17,B,Georgetown
490,Erica,Cohen,erica.cohen.490@gslingacademy.com,female,False,5,False,0,Business Owner,100,67,50,78,73,90,91,Freshman,14,C,Bryn Mawr
491,Kelly,Sanders,kelly.sanders.491@gslingacademy.com,non-binary,False,5,True,10,Teacher,83,61,76,75,62,79,94,Sophomore,15,C,Vassar
492,Michael,Clark,michael.clark.492@gslingacademy.com,male,False,5,False,2,Artist,85,63,83,83,69,94,80,Junior,16,C,UC Berkeley
493,Tammy,Fields,tammy.fields.493@gslingacademy.com,female,False,5,True,24,Banker,100,96,97,64,76,77,61,Junior,17,B,Northwestern
494,Steven,Pennington,steven.pennington.494@gslingacademy.com,male,False,4,False,46,Doctor,92,98,99,86,100,86,87,Freshman,15,A,Bryn Mawr
495,Matthew,Chavez,matthew.chavez.495@gslingacademy.com,male,False,3,False,31,Writer,88,98,65,68,99,94,79,Sophomore,16,B,Stanford
496,Stephen,Gallagher,stephen.gallagher.496@gslingacademy.com,non-binary,False,1,False,33,Lawyer,95,82,62,76,64,91,79,Freshman,14,C,UCLA
497,Victoria,Anderson,victoria.anderson.497@gslingacademy.com,female,False,5,False,26,Stock Investor,76,81,84,80,80,84,70,Sophomore,15,C,University of Michigan
498,Thomas,Schroeder,thomas.schroeder.498@gslingacademy.com,male,False,2,False,19,Accountant,79,93,72,97,69,78,87,Freshman,14,B,Claremont McKenna
499,Mark,Sanchez,mark.sanchez.499@gslingacademy.com,male,False,3,False,25,Software Engineer,93,70,84,68,71,85,70,Sophomore,16,C,Rice
500,Katelyn,Moses,katelyn.moses.500@gslingacademy.com,female,False,3,False,24,Accountant,79,96,78,90,94,76,88,Senior,17,B,N.A.
501,Corey,Davis,corey.davis.501@gslingacademy.com,male,False,1,False,21,Stock Investor,98,99,72,100,94,77,84,Senior,17,B,Pomona
502,Susan,Klein,susan.klein.502@gslingacademy.com,female,True,8,True,0,Business Owner,93,99,81,67,87,76,60,Senior,17,B,Bryn Mawr
503,John,Martinez,john.martinez.503@gslingacademy.com,male,False,4,False,30,Banker,91,79,78,95,86,89,100,Sophomore,15,B,Tufts
504,Kendra,Robertson,kendra.robertson.504@gslingacademy.com,female,False,4,False,32,Software Engineer,86,99,77,61,72,92,70,Junior,17,C,Yale
505,Tamara,Olson,tamara.olson.505@gslingacademy.com,female,False,8,False,15,Unknown,81,80,85,93,68,75,90,Freshman,14,B,Wellesley
506,Sara,Frazier,sara.frazier.506@gslingacademy.com,female,False,6,False,15,Government Officer,97,94,94,83,91,65,96,Junior,17,B,Boston University
507,Morgan,Moore,morgan.moore.507@gslingacademy.com,female,False,3,True,4,Game Developer,90,95,89,93,92,99,88,Junior,17,A,UC Berkeley
508,Eric,Snyder,eric.snyder.508@gslingacademy.com,male,False,1,True,27,Software Engineer,90,91,62,82,76,70,64,Sophomore,15,C,Pomona
509,Paul,Hale,paul.hale.509@gslingacademy.com,male,False,5,False,33,Construction Engineer,82,92,95,61,84,81,82,Senior,17,B,Williams
510,Dale,Martinez,dale.martinez.510@gslingacademy.com,male,False,7,False,25,Software Engineer,91,94,89,74,60,77,77,Freshman,15,B,Vanderbilt
511,Sandra,Prince,sandra.prince.511@gslingacademy.com,female,False,0,False,29,Lawyer,70,94,67,74,84,95,65,Sophomore,15,C,Wellesley
512,Dawn,Poole,dawn.poole.512@gslingacademy.com,female,False,2,False,13,Unknown,60,75,70,96,63,82,80,Senior,17,C,Caltech
513,Emily,Jordan,emily.jordan.513@gslingacademy.com,female,False,3,False,49,Doctor,85,96,99,94,95,92,95,Freshman,14,A,Bowdoin
514,John,Owen,john.owen.514@gslingacademy.com,male,False,6,False,34,Lawyer,82,85,72,69,63,99,68,Junior,16,C,Oberlin
515,Andrew,Best,andrew.best.515@gslingacademy.com,male,True,4,False,28,Construction Engineer,83,79,92,69,85,71,95,Sophomore,15,B,Kenyon
516,Holly,Burns,holly.burns.516@gslingacademy.com,female,False,2,False,44,Doctor,96,88,100,95,85,94,93,Sophomore,15,A,Georgetown
517,Alicia,Rodriguez,alicia.rodriguez.517@gslingacademy.com,non-binary,False,1,False,14,Software Engineer,85,87,78,72,91,88,93,Senior,18,B,Stanford
518,Erin,Ray,erin.ray.518@gslingacademy.com,female,False,4,False,1,Real Estate Developer,95,61,84,98,63,66,80,Freshman,15,C,Boston University
519,Todd,Griffith,todd.griffith.519@gslingacademy.com,male,False,6,False,22,Software Engineer,97,92,87,61,75,62,94,Sophomore,15,B,Davidson
520,Melinda,Payne,melinda.payne.520@gslingacademy.com,female,False,2,False,11,Teacher,95,69,91,97,89,84,66,Junior,16,B,University of Chicago
521,Cynthia,Williams,cynthia.williams.521@gslingacademy.com,female,False,3,False,2,Unknown,69,98,77,63,88,64,60,Senior,17,C,Columbia
522,Jenny,Washington,jenny.washington.522@gslingacademy.com,female,False,9,False,3,Business Owner,84,55,65,62,56,91,81,Senior,18,C,Georgetown
523,Angela,Joyce,angela.joyce.523@gslingacademy.com,female,False,5,False,28,Banker,92,100,100,98,83,75,72,Freshman,15,B,Dartmouth
524,William,Alvarado,william.alvarado.524@gslingacademy.com,male,True,2,False,0,Business Owner,87,95,78,82,53,59,66,Senior,18,C,USC
525,Michael,Mercer,michael.mercer.525@gslingacademy.com,male,False,5,False,22,Banker,97,87,90,70,96,75,93,Freshman,15,B,Stanford
526,Erin,Miller,erin.miller.526@gslingacademy.com,female,True,8,False,3,Business Owner,92,96,77,95,63,57,90,Senior,17,B,Claremont McKenna
527,Robert,Heath,robert.heath.527@gslingacademy.com,male,False,2,False,25,Unknown,72,91,68,79,98,71,89,Junior,17,B,Georgetown
528,Deborah,Rojas,deborah.rojas.528@gslingacademy.com,female,False,3,True,1,Business Owner,50,55,96,72,55,50,64,Senior,17,D,Rice
529,Diana,Jones,diana.jones.529@gslingacademy.com,female,False,7,False,37,Doctor,97,96,93,94,91,96,87,Freshman,14,A,Smith
530,Meredith,Clark,meredith.clark.530@gslingacademy.com,female,False,3,True,28,Software Engineer,89,77,69,72,63,84,99,Junior,17,C,Colgate
531,Christina,Garrett,christina.garrett.531@gslingacademy.com,female,False,3,False,30,Scientist,77,76,90,95,94,99,94,Junior,17,B,Wesleyan
532,Daniel,Jackson,daniel.jackson.532@gslingacademy.com,male,False,1,False,19,Stock Investor,91,89,66,69,100,88,79,Junior,17,B,Cornell
533,Bradley,Robinson,bradley.robinson.533@gslingacademy.com,male,True,7,False,2,Business Owner,64,92,70,81,85,55,76,Sophomore,15,C,Caltech
534,Phyllis,Schneider,phyllis.schneider.534@gslingacademy.com,female,True,4,False,26,Unknown,71,87,63,73,89,77,66,Senior,17,C,Bowdoin
535,Thomas,Clark,thomas.clark.535@gslingacademy.com,male,False,10,True,0,Business Owner,56,79,74,66,92,57,61,Senior,18,D,USC
536,Gregory,Gonzalez,gregory.gonzalez.536@gslingacademy.com,male,False,4,False,5,Game Developer,87,70,98,64,65,78,83,Junior,17,C,Emory
537,Michelle,Roth,michelle.roth.537@gslingacademy.com,female,False,0,False,17,Software Engineer,99,69,85,91,77,88,75,Freshman,15,B,Rice
538,Christopher,Murphy,christopher.murphy.538@gslingacademy.com,non-binary,False,2,False,26,Lawyer,98,88,76,72,92,81,89,Sophomore,16,B,Caltech
539,Mark,Davis,mark.davis.539@gslingacademy.com,male,False,2,False,32,Unknown,87,83,74,61,81,72,98,Freshman,15,C,Columbia
540,Lauren,Harrington,lauren.harrington.540@gslingacademy.com,female,False,6,True,16,Software Engineer,88,96,90,92,68,97,73,Junior,17,B,Davidson
541,Michelle,Owens,michelle.owens.541@gslingacademy.com,female,True,8,False,2,Business Owner,71,52,53,64,89,76,70,Sophomore,15,D,Stanford
542,Scott,Weaver,scott.weaver.542@gslingacademy.com,male,False,2,False,35,Construction Engineer,96,90,91,95,99,95,99,Freshman,15,A,Carnegie Mellon
543,Monica,Williams,monica.williams.543@gslingacademy.com,female,False,0,False,17,Accountant,81,95,99,65,56,79,98,Junior,17,B,Swarthmore
544,Kathryn,Hampton,kathryn.hampton.544@gslingacademy.com,female,False,9,False,3,Business Owner,94,92,63,84,79,66,96,Senior,18,B,Yale
545,Christina,Shields,christina.shields.545@gslingacademy.com,female,True,3,False,47,Doctor,94,87,98,90,92,88,100,Junior,16,A,Cornell
546,Andrew,Thomas,andrew.thomas.546@gslingacademy.com,male,False,0,False,29,Lawyer,98,87,75,63,85,88,75,Junior,17,B,Smith
547,Holly,Sexton,holly.sexton.547@gslingacademy.com,female,False,10,False,5,Business Owner,100,58,54,97,58,51,80,Sophomore,16,C,Emory
548,Christopher,Peterson,christopher.peterson.548@gslingacademy.com,male,False,3,True,12,Designer,66,89,65,99,84,84,86,Senior,17,B,Barnard
549,Eric,Murray,eric.murray.549@gslingacademy.com,non-binary,False,2,False,35,Doctor,94,99,97,94,85,97,97,Freshman,14,A,Northwestern
550,Kristina,Watson,kristina.watson.550@gslingacademy.com,female,True,0,False,3,Game Developer,83,90,93,89,64,63,82,Freshman,15,B,Cornell
551,Greg,Martin,greg.martin.551@gslingacademy.com,male,True,8,False,2,Business Owner,92,54,50,88,90,91,95,Junior,17,B,Williams
552,Paul,Shaffer,paul.shaffer.552@gslingacademy.com,male,False,10,False,35,Software Engineer,93,100,90,94,97,98,98,Sophomore,16,A,Kenyon
553,Alexander,Daniel,alexander.daniel.553@gslingacademy.com,male,True,1,False,7,Government Officer,69,92,84,98,98,83,87,Senior,17,B,Northwestern
554,Carla,Davis,carla.davis.554@gslingacademy.com,female,False,4,False,15,Software Engineer,94,71,63,73,66,90,91,Junior,16,C,Oberlin
555,Chelsea,Clark,chelsea.clark.555@gslingacademy.com,female,False,1,False,3,Stock Investor,100,92,95,90,67,81,66,Freshman,15,B,USC
556,Justin,Douglas,justin.douglas.556@gslingacademy.com,male,False,2,False,35,Unknown,96,92,98,100,94,93,86,Freshman,15,A,Caltech
557,Charles,Reid,charles.reid.557@gslingacademy.com,male,False,3,True,28,Lawyer,76,87,99,69,89,93,85,Senior,17,B,Caltech
558,Courtney,Moreno,courtney.moreno.558@gslingacademy.com,female,False,9,False,4,Business Owner,77,62,94,65,77,77,95,Sophomore,15,C,University of Chicago
559,Justin,Mitchell,justin.mitchell.559@gslingacademy.com,male,False,1,True,4,Artist,84,67,79,60,69,80,98,Sophomore,16,C,University of Michigan
560,Bruce,Woods,bruce.woods.560@gslingacademy.com,male,False,3,True,16,Software Engineer,95,61,68,75,64,76,66,Senior,18,C,UCLA
561,Christopher,Hines,christopher.hines.561@gslingacademy.com,non-binary,False,1,False,26,Accountant,90,64,94,84,66,61,72,Junior,16,C,Williams
562,Theodore,Williams,theodore.williams.562@gslingacademy.com,male,False,3,False,30,Unknown,96,89,73,75,99,89,71,Freshman,14,B,Middlebury
563,Jennifer,Valdez,jennifer.valdez.563@gslingacademy.com,female,True,6,False,2,Business Owner,80,81,92,73,71,71,84,Junior,16,C,UCSD
564,Alexandra,Day,alexandra.day.564@gslingacademy.com,female,False,2,False,34,Software Engineer,87,83,75,73,92,91,71,Sophomore,16,B,Oberlin
565,John,Pacheco,john.pacheco.565@gslingacademy.com,male,False,10,False,0,Business Owner,94,75,91,64,67,93,65,Sophomore,16,C,USC
566,Sherry,Brown,sherry.brown.566@gslingacademy.com,female,False,10,True,3,Artist,87,82,88,100,73,96,75,Sophomore,15,B,MIT
567,Douglas,Clark,douglas.clark.567@gslingacademy.com,male,False,2,False,30,Software Engineer,95,97,88,77,96,96,74,Freshman,14,B,Pomona
568,Alex,Farmer,alex.farmer.568@gslingacademy.com,male,True,3,True,15,Construction Engineer,85,96,82,64,82,94,81,Sophomore,16,B,Northwestern
569,Brandon,Gonzales,brandon.gonzales.569@gslingacademy.com,male,False,8,True,1,Business Owner,67,65,77,72,94,88,77,Junior,17,C,Dartmouth
570,Wayne,Trevino,wayne.trevino.570@gslingacademy.com,male,False,3,True,6,Government Officer,84,100,92,82,85,70,69,Freshman,14,B,Swarthmore
571,Pamela,Horne,pamela.horne.571@gslingacademy.com,female,False,7,True,1,Game Developer,83,88,90,100,71,98,96,Senior,18,B,Bowdoin
572,Michael,Schaefer,michael.schaefer.572@gslingacademy.com,male,True,9,True,5,Business Owner,67,78,68,51,77,72,78,Junior,16,C,Northwestern
573,Carlos,Ramirez,carlos.ramirez.573@gslingacademy.com,male,False,1,False,30,Banker,75,92,72,88,92,77,84,Sophomore,15,B,Harvard
574,Antonio,Lucero,antonio.lucero.574@gslingacademy.com,male,False,3,True,8,Government Officer,67,76,70,73,81,85,80,Junior,16,C,Oberlin
575,Terry,Ashley,terry.ashley.575@gslingacademy.com,male,True,9,False,5,Business Owner,67,54,51,72,75,60,88,Sophomore,16,D,Stanford
576,Rita,Cochran,rita.cochran.576@gslingacademy.com,female,False,1,False,5,Artist,72,91,78,97,86,93,77,Sophomore,15,B,Rice
577,Joseph,Gregory,joseph.gregory.577@gslingacademy.com,male,False,4,False,4,Government Officer,78,98,76,68,86,91,82,Freshman,14,B,Bowdoin
578,Alexandra,Robinson,alexandra.robinson.578@gslingacademy.com,female,False,1,False,47,Doctor,85,87,92,96,92,90,88,Freshman,14,A,Amherst
579,Tina,Sparks,tina.sparks.579@gslingacademy.com,female,False,3,True,16,Stock Investor,100,70,69,61,100,65,81,Sophomore,15,C,Wesleyan
580,Christopher,Buchanan,christopher.buchanan.580@gslingacademy.com,male,True,5,False,3,Business Owner,56,59,89,68,79,83,68,Senior,18,C,Johns Hopkins
581,Christina,Guerrero,christina.guerrero.581@gslingacademy.com,female,False,5,True,32,Scientist,93,75,83,99,100,91,74,Senior,17,B,Amherst
582,Jessica,Hutchinson,jessica.hutchinson.582@gslingacademy.com,female,False,2,False,31,Banker,89,91,85,69,76,92,94,Junior,17,B,NYU
583,Tyler,Carrillo,tyler.carrillo.583@gslingacademy.com,male,False,3,False,6,Real Estate Developer,59,88,74,92,72,97,64,Junior,16,C,Davidson
584,Lindsay,Brady,lindsay.brady.584@gslingacademy.com,female,False,3,False,16,Unknown,99,70,74,65,99,74,62,Freshman,14,C,Johns Hopkins
585,Gary,Rivera,gary.rivera.585@gslingacademy.com,non-binary,False,6,False,34,Lawyer,89,89,85,74,78,87,82,Senior,18,B,Duke
586,Luke,Moore,luke.moore.586@gslingacademy.com,male,False,3,False,26,Software Engineer,86,63,78,78,80,67,97,Freshman,15,C,Berkeley
587,Tanya,Green,tanya.green.587@gslingacademy.com,female,False,6,False,21,Banker,79,65,91,65,61,88,95,Senior,17,C,Tufts
588,Bryan,Lee,bryan.lee.588@gslingacademy.com,male,False,3,False,46,Doctor,96,89,91,90,90,91,99,Senior,18,A,Middlebury
589,Melanie,Bridges,melanie.bridges.589@gslingacademy.com,female,False,6,False,48,Doctor,95,90,85,90,96,89,96,Freshman,14,A,Emory
590,Eric,Bowers,eric.bowers.590@gslingacademy.com,male,True,1,False,46,Doctor,96,85,90,95,100,96,88,Sophomore,15,A,Vanderbilt
591,Meredith,Reed,meredith.reed.591@gslingacademy.com,female,True,3,False,28,Unknown,95,80,64,97,85,94,60,Freshman,15,B,NYU
592,David,Brown,david.brown.592@gslingacademy.com,male,True,4,False,2,Unknown,80,62,84,95,71,85,87,Sophomore,15,B,Grinnell
593,William,Johns,william.johns.593@gslingacademy.com,male,True,0,False,32,Stock Investor,86,70,73,85,67,91,98,Freshman,15,B,Johns Hopkins
594,Eric,Patton,eric.patton.594@gslingacademy.com,male,True,10,False,5,Business Owner,42,95,99,61,62,77,99,Sophomore,15,C,UCLA
595,Wendy,Warner,wendy.warner.595@gslingacademy.com,female,False,4,False,31,Lawyer,80,93,93,94,81,81,78,Junior,16,B,Vassar
596,Timothy,Powell,timothy.powell.596@gslingacademy.com,male,False,4,True,1,Artist,79,97,100,94,65,62,76,Junior,17,B,Williams
597,Victoria,Thompson,victoria.thompson.597@gslingacademy.com,female,True,9,True,4,Business Owner,43,63,91,67,74,71,88,Junior,16,C,NYU
598,Jeremy,Brown,jeremy.brown.598@gslingacademy.com,male,False,2,True,8,Real Estate Developer,58,84,95,66,99,91,70,Senior,18,B,N.A.
599,Barbara,Schneider,barbara.schneider.599@gslingacademy.com,female,False,3,True,23,Accountant,86,73,83,93,46,91,70,Sophomore,16,C,Wesleyan
600,Lindsay,Morales,lindsay.morales.600@gslingacademy.com,female,False,1,False,23,Doctor,96,91,97,84,89,82,75,Sophomore,16,B,Amherst
601,Gary,Patel,gary.patel.601@gslingacademy.com,male,False,1,False,28,Lawyer,91,88,98,89,75,91,92,Sophomore,16,B,Harvard
602,Michelle,Ortiz,michelle.ortiz.602@gslingacademy.com,female,False,1,False,7,Unknown,85,62,77,62,80,88,83,Freshman,15,C,Caltech
603,Susan,Lynch,susan.lynch.603@gslingacademy.com,female,False,0,False,5,Artist,87,91,93,92,97,95,99,Senior,17,A,Middlebury
604,Tammy,Hernandez,tammy.hernandez.604@gslingacademy.com,female,False,2,False,4,Unknown,60,91,85,67,98,61,64,Senior,18,C,University of Michigan
605,Jennifer,Guerra,jennifer.guerra.605@gslingacademy.com,female,False,2,False,26,Unknown,76,85,67,60,100,63,64,Sophomore,16,C,Vanderbilt
606,Kelly,Schwartz,kelly.schwartz.606@gslingacademy.com,female,False,4,True,33,Lawyer,84,89,74,79,86,93,95,Freshman,15,B,UC Berkeley
607,Brittany,Orozco,brittany.orozco.607@gslingacademy.com,female,False,4,True,34,Lawyer,87,94,74,84,77,82,85,Junior,17,B,Harvard
608,Samantha,Alvarado,samantha.alvarado.608@gslingacademy.com,female,True,4,False,16,Accountant,82,79,64,75,93,82,60,Junior,17,C,University of Chicago
609,Christopher,Anderson,christopher.anderson.609@gslingacademy.com,male,False,4,False,3,Business Owner,64,61,73,70,87,75,100,Junior,16,C,Brown
610,William,Smith,william.smith.610@gslingacademy.com,male,False,3,False,25,Lawyer,77,80,88,84,84,92,82,Sophomore,15,B,Berkeley
611,Courtney,Patterson,courtney.patterson.611@gslingacademy.com,female,False,0,False,4,Stock Investor,86,82,90,69,66,93,94,Sophomore,16,B,Davidson
612,Kevin,Hess,kevin.hess.612@gslingacademy.com,male,False,0,False,4,Real Estate Developer,81,84,76,88,84,89,87,Senior,18,B,Northwestern
613,Melissa,Higgins,melissa.higgins.613@gslingacademy.com,female,False,3,False,21,Software Engineer,91,90,92,78,67,86,71,Sophomore,15,B,Berkeley
614,Elizabeth,Chavez,elizabeth.chavez.614@gslingacademy.com,female,False,7,False,4,Business Owner,72,99,61,67,95,98,89,Junior,17,B,Yale
615,Mary,Taylor,mary.taylor.615@gslingacademy.com,female,False,3,False,24,Writer,80,70,80,96,72,99,65,Senior,18,B,Grinnell
616,Joshua,Parker,joshua.parker.616@gslingacademy.com,male,False,2,False,16,Unknown,90,89,98,70,79,60,92,Freshman,14,B,Williams
617,Joshua,Kelly,joshua.kelly.617@gslingacademy.com,male,False,10,False,2,Business Owner,72,51,52,98,50,90,63,Sophomore,15,D,Harvard
618,Travis,Ross,travis.ross.618@gslingacademy.com,male,False,3,False,35,Software Engineer,93,85,89,93,90,91,88,Freshman,14,B,Caltech
619,Kenneth,Buchanan,kenneth.buchanan.619@gslingacademy.com,male,False,2,False,24,Doctor,95,85,90,94,91,84,85,Freshman,15,B,UC Berkeley
620,Ryan,Clarke,ryan.clarke.620@gslingacademy.com,male,False,2,True,46,Doctor,86,93,89,90,100,86,93,Sophomore,16,A,Barnard
621,Gina,Solomon,gina.solomon.621@gslingacademy.com,female,False,6,False,1,Business Owner,89,55,89,67,55,64,70,Junior,17,D,Barnard
622,David,Madden,david.madden.622@gslingacademy.com,male,False,5,False,26,Unknown,90,75,67,85,64,95,96,Senior,17,B,Reed
623,William,Brennan,william.brennan.623@gslingacademy.com,male,False,1,False,5,Unknown,79,95,81,67,66,71,66,Sophomore,15,C,Amherst
624,Judy,Mckenzie,judy.mckenzie.624@gslingacademy.com,female,True,5,False,17,Teacher,86,88,98,66,62,95,90,Senior,17,B,University of Chicago
625,Logan,Lindsey,logan.lindsey.625@gslingacademy.com,male,False,3,False,4,Artist,83,78,68,72,77,89,70,Sophomore,15,C,Berkeley
626,Kyle,Williams,kyle.williams.626@gslingacademy.com,male,False,6,False,27,Lawyer,85,92,62,95,65,89,95,Junior,16,B,Columbia
627,Mark,Padilla,mark.padilla.627@gslingacademy.com,male,False,3,False,0,Artist,66,78,86,87,64,65,64,Sophomore,15,C,Carnegie Mellon
628,Eugene,Clark,eugene.clark.628@gslingacademy.com,male,False,6,True,16,Accountant,93,80,60,62,43,68,67,Senior,18,D,UCSD
629,Sean,Wagner,sean.wagner.629@gslingacademy.com,male,False,6,True,14,Unknown,65,89,79,95,71,61,62,Freshman,15,C,Duke
630,Christine,Larson,christine.larson.630@gslingacademy.com,female,True,2,False,5,Real Estate Developer,52,66,98,83,92,82,91,Junior,16,B,UCLA
631,Melinda,Freeman,melinda.freeman.631@gslingacademy.com,female,False,3,True,31,Banker,90,80,84,70,65,89,64,Junior,16,C,Pomona
632,Elizabeth,Smith,elizabeth.smith.632@gslingacademy.com,female,False,2,True,4,Artist,83,89,99,100,73,86,88,Freshman,15,B,Yale
633,Walter,King,walter.king.633@gslingacademy.com,non-binary,False,1,False,5,Artist,62,89,72,68,85,80,75,Junior,16,C,Wesleyan
634,Lisa,Bean,lisa.bean.634@gslingacademy.com,female,False,1,False,11,Writer,98,72,99,84,60,95,93,Junior,16,B,Haverford
635,Douglas,Hayes,douglas.hayes.635@gslingacademy.com,non-binary,False,8,True,12,Unknown,76,75,74,67,76,82,79,Sophomore,16,C,Williams
636,Heather,Jefferson,heather.jefferson.636@gslingacademy.com,female,False,0,False,5,Game Developer,97,62,98,70,67,71,70,Junior,16,C,Vanderbilt
637,Melinda,Byrd,melinda.byrd.637@gslingacademy.com,female,True,6,False,1,Business Owner,63,60,95,99,87,58,66,Sophomore,16,C,Barnard
638,Alexander,Burnett,alexander.burnett.638@gslingacademy.com,male,False,5,False,2,Artist,98,99,64,88,72,87,99,Freshman,15,B,Tufts
639,Maria,Campos,maria.campos.639@gslingacademy.com,female,True,10,False,1,Business Owner,78,84,84,61,88,67,92,Senior,17,C,Kenyon
640,Lindsey,Anthony,lindsey.anthony.640@gslingacademy.com,female,False,2,True,30,Stock Investor,85,77,89,77,84,71,71,Senior,18,C,Williams
641,Darryl,Schultz,darryl.schultz.641@gslingacademy.com,male,False,6,False,0,Business Owner,59,100,84,93,70,56,74,Sophomore,16,C,Tufts
642,Bethany,French,bethany.french.642@gslingacademy.com,female,False,2,True,6,Unknown,99,77,88,60,93,61,96,Senior,18,B,Tufts
643,Tyler,Scott,tyler.scott.643@gslingacademy.com,male,False,6,True,24,Accountant,76,62,86,80,47,85,71,Senior,18,C,Stanford
644,Patricia,Hall,patricia.hall.644@gslingacademy.com,female,False,7,False,26,Lawyer,80,90,85,89,85,80,68,Sophomore,16,B,Georgetown
645,Ryan,Williams,ryan.williams.645@gslingacademy.com,male,False,7,False,0,Business Owner,82,74,92,50,77,98,100,Senior,17,B,Cornell
646,Levi,Mason,levi.mason.646@gslingacademy.com,male,False,1,False,18,Software Engineer,89,64,72,61,75,68,83,Sophomore,15,C,Bryn Mawr
647,Michael,Vang,michael.vang.647@gslingacademy.com,male,False,4,False,20,Software Engineer,89,79,75,80,97,94,68,Freshman,15,B,Pomona
648,April,Humphrey,april.humphrey.648@gslingacademy.com,female,False,0,False,23,Software Engineer,86,89,94,95,60,90,90,Freshman,14,B,Grinnell
649,Steven,Hancock,steven.hancock.649@gslingacademy.com,male,True,4,False,4,Business Owner,65,76,92,86,93,61,97,Junior,17,B,Smith
650,Chelsea,Olson,chelsea.olson.650@gslingacademy.com,female,False,4,False,30,Banker,77,95,77,84,60,90,89,Sophomore,16,B,Haverford
651,Emily,Huang,emily.huang.651@gslingacademy.com,female,False,4,False,34,Banker,88,85,68,62,64,99,66,Senior,18,C,UCLA
652,Rachel,Jones,rachel.jones.652@gslingacademy.com,female,False,1,False,26,Accountant,98,77,94,87,44,85,61,Freshman,15,C,Smith
653,Philip,Walker,philip.walker.653@gslingacademy.com,male,False,5,False,27,Lawyer,84,86,90,80,72,99,85,Senior,18,B,Harvard
